id,aligned_id,line,work_id
3125,40,"O pobre-diabo contava com o favor – mas queria assegurar-lhe a eficácia, e daí recorreu à moeda que a mãe lhe dera e que ele guardava como relíquia ou brinquedo; pegou dela e veio esfregá-la nos joelhos, à minha vista, como uma tentação... Realmente, era bonita, fina, branca, muito branca; e para mim, que só trazia cobre no bolso, quando trazia alguma cousa, um cobre feio, grosso, azinhavrado...",CO144MA
3126,41,"Não queria recebê-la, e custava-me recusá-la. Olhei para o mestre, que continuava a ler, com tal interesse, que lhe pingava o rapé do nariz.",CO144MA
3127,42,"– Ande, tome – dizia-me baixinho o filho.",CO144MA
3128,43,"E a pratinha fuzilava-lhe entre os dedos, como se fora diamante... Em verdade, se o mestre não visse nada, que mal havia? E ele não podia ver nada, estava agarrado aos jornais, lendo com fogo, com indignação...",CO144MA
3129,44,"– Tome, tome...",CO144MA
3130,45,"Relanceei os olhos pela sala, e dei com os do Curvelo em nós; disse ao Raimundo que esperasse. Pareceu-me que o outro nos observava, então dissimulei; mas daí a pouco deitei-lhe outra vez o olho, e – tanto se ilude a vontade! – não lhe vi mais nada. Então cobrei ânimo.",CO144MA
3131,46,– Dê cá...,CO144MA
3132,47,"Raimundo deu-me a pratinha, sorrateiramente; eu meti-a na algibeira das calças, com um alvoroço que não posso definir. Cá estava ela comigo, pegadinha à perna. Restava prestar o serviço, ensinar a lição, e não me demorei em fazê-lo, nem o fiz mal, ao menos conscientemente; passava-lhe a explicação em um retalho de papel que ele recebeu com cautela e cheio de atenção. Sentia-se que despendia um esforço cinco ou seis vezes maior para aprender um nada; mas, contanto que ele escapasse ao castigo, tudo iria bem.",CO144MA
3133,48,"De repente, olhei para o Curvelo e estremeci; tinha os olhos em nós, com um riso que me pareceu mau. Disfarcei; mas daí a pouco, voltando-me outra vez para ele, achei-o do mesmo modo, com o mesmo ar, acrescendo que entrava a remexer-se no banco, impaciente. Sorri para ele e ele não sorriu; ao contrário, franziu a testa, o que lhe deu um aspecto ameaçador. O coração bateu-me muito.",CO144MA
3134,49,– Precisamos muito cuidado – disse eu ao Raimundo.,CO144MA
3135,50,– Diga-me isto só – murmurou ele.,CO144MA
3136,51,"Fiz-lhe sinal que se calasse; mas ele instava, e a moeda, cá no bolso, lembrava-me o contrato feito. Ensinei-lhe o que era, disfarçando muito; depois, tornei a olhar para o Curvelo, que me pareceu ainda mais inquieto, e o riso, dantes mau, estava agora pior.",CO144MA
3137,52,"Não é preciso dizer que também eu ficara em brasas, ansioso que a aula acabasse; mas nem o relógio andava como das outras vezes, nem o mestre fazia caso da escola; este lia os jornais, artigo por artigo, pontuando-os com exclamações, com gestos de ombros, com uma ou duas pancadinhas na mesa. E lá fora, no céu azul, por cima do morro, o mesmo eterno papagaio, guinando a um lado e outro, como se me chamasse a ir ter com ele.",CO144MA
3138,53,"Imaginei-me ali com os livros e a pedra embaixo da mangueira, e a pratinha no bolso das calças, que eu não daria a ninguém, nem que me serrassem; guardá-la-ia em casa, dizendo a mamãe que a tinha achado na rua. Para que me não fugisse, ia-a apalpando, roçando-lhe os dedos pelo cunho, quase lendo pelo tato a inscrição, com uma grande vontade de espiá-la.",CO144MA
3139,54,– Oh! Seu Pilar! – bradou o mestre com voz de trovão.,CO144MA
3140,55,"Estremeci como se acordasse de um sonho, e levantei-me às pressas. Dei com o mestre, olhando para mim, cara fechada, jornais dispersos, e ao pé da mesa, em pé, o Curvelo. Pareceu-me adivinhar tudo.",CO144MA
3141,56,– Venha cá! – bradou o mestre.,CO144MA
3142,57,"Fui e parei diante dele. Ele enterrou-me pela consciência dentro um par de olhos pontudos; depois chamou o filho. Toda a escola tinha parado; ninguém mais lia, ninguém fazia um só movimento. Eu, conquanto não tirasse os olhos do mestre, sentia no ar a curiosidade e o pavor de todos.",CO144MA
3143,58,– Então o senhor recebe dinheiro para ensinar as lições aos outros? – disse-me o Policarpo.,CO144MA
3144,59,– Eu...,CO144MA
3145,60,– Dê cá a moeda que este seu colega lhe deu! – clamou.,CO144MA
3146,61,"Não obedeci logo, mas não pude negar nada. Continuei a tremer muito. Policarpo bradou de novo que lhe desse a moeda, e eu não resisti mais, meti a mão no bolso, vagarosamente, saquei-a e entreguei-lha. Ele examinou-a de um e outro lado, bufando de raiva; depois estendeu o braço e atirou-a à rua. E então disse-nos uma porção de cousas duras, que tanto o filho como eu acabávamos de praticar uma ação feia, indigna, baixa, uma vilania, e para emenda e exemplo íamos ser castigados. Aqui pegou da palmatória.",CO144MA
3147,62,"– Perdão, seu mestre... – solucei eu.",CO144MA
3148,63,– Não há perdão! Dê cá a mão! Dê cá! Vamos! Sem-vergonha! Dê cá a mão!,CO144MA
3149,64,"– Mas, seu mestre...",CO144MA
3150,65,– Olhe que é pior!,CO144MA
3151,66,"Estendi-lhe a mão direita, depois a esquerda, e fui recebendo os bolos uns por cima dos outros, até completar doze, que me deixaram as palmas vermelhas e inchadas. Chegou a vez do filho, e foi a mesma cousa; não lhe poupou nada, dous, quatro, oito, doze bolos. Acabou, pregou-nos outro sermão. Chamou-nos sem-vergonhas, desaforados, e jurou que, se repetíssemos o negócio, apanharíamos tal castigo que nos havia de lembrar para todo o sempre. E exclamava:",CO144MA
3152,67,– Porcalhões! Tratantes! Faltos de brio!,CO144MA
3153,68,"Eu, por mim, tinha a cara no chão. Não ousava fitar ninguém, sentia todos os olhos em nós. Recolhi-me ao banco, soluçando, fustigado pelos impropérios do mestre. Na sala arquejava o terror; posso dizer que naquele dia ninguém faria igual negócio. Creio que o próprio Curvelo enfiara de medo. Não olhei logo para ele, cá dentro de mim jurava quebrar-lhe a cara, na rua, logo que saíssemos, tão certo como três e dois serem cinco.",CO144MA
3154,69,"Daí a algum tempo olhei para ele; ele também olhava para mim, mas desviou a cara, e penso que empalideceu. Compôs-se e entrou a ler em voz alta; estava com medo. Começou a variar de atitude, agitando-se à toa, coçando os joelhos, o nariz. Pode ser até que se arrependesse de nos ter denunciado; e na verdade, por que denunciar-nos? Em que é que lhe tirávamos alguma cousa?",CO144MA
3155,70,"Tu me pagas! Tão duro como osso!, dizia eu comigo.",CO144MA
3156,71,"Veio a hora de sair, e saímos; ele foi adiante, apressado, e eu não queria brigar ali mesmo, na rua do Costa, perto do colégio; havia de ser na rua Larga de São Joaquim. Quando, porém, cheguei à esquina, já o não vi; provavelmente escondera-se em algum corredor ou loja; entrei numa botica, espiei em outras casas, perguntei por ele a algumas pessoas, ninguém me deu notícia. De tarde faltou à escola.",CO144MA
3157,72,"Em casa não contei nada, é claro; mas para explicar as mãos inchadas, menti a minha mãe, disse-lhe que não tinha sabido a lição. Dormi nessa noite, mandando ao diabo os dous meninos, tanto o da denúncia como o da moeda. E sonhei com a moeda; sonhei que, ao tornar à escola, no dia seguinte, dera com ela na rua, e a apanhara, sem medo nem escrúpulos...",CO144MA
3158,73,"De manhã, acordei cedo. A ideia de ir procurar a moeda fez-me vestir depressa. O dia estava esplêndido, um dia de maio, sol magnífico, ar brando, sem contar as calças novas que minha mãe me deu, por sinal que eram amarelas. Tudo isso, e a pratinha... Saí de casa, como se fosse trepar ao trono de Jerusalém. Piquei o passo para que ninguém chegasse antes de mim à escola; ainda assim não andei tão depressa que amarrotasse as calças. Não, que elas eram bonitas! Mirava-as, fugia aos encontros, ao lixo da rua...",CO144MA
3159,74,"Na rua encontrei uma companhia do batalhão de fuzileiros, tambor à frente, rufando. Não podia ouvir isto quieto. Os soldados vinham batendo o pé rápido, igual, direita, esquerda, ao som do rufo; vinham, passaram por mim, e foram andando. Eu senti uma comichão nos pés, e tive ímpeto de ir atrás deles. Já lhes disse: o dia estava lindo, e depois o tambor... Olhei para um e outro lado; afinal, não sei como foi, entrei a marchar também ao som do rufo, creio que cantarolando alguma cousa:",CO144MA
3160,75,"Rato na casaca... Não fui à escola, acompanhei os fuzileiros, depois enfiei pela Saúde, e acabei a manhã na praia da Gamboa. Voltei para casa com as calças enxovalhadas, sem pratinha no bolso nem ressentimento na alma. E contudo a pratinha era bonita e foram eles, Raimundo e Curvelo, que me deram o primeiro conhecimento, um da corrupção, outro da delação; mas o diabo do tambor...",CO144MA
3161,1,D. BENEDITA,CO107MA
3162,2,(Um retrato),CO107MA
3163,3,CAPÍTULO PRIMEIRO,CO107MA
3164,4,"A cousa mais árdua do mundo, depois do ofício de governar, seria dizer a idade exata de D. Benedita. Uns davam-lhe quarenta anos, outros, quarenta e cinco, alguns, trinta e seis. Um corretor de fundos descia aos vinte e nove; mas esta opinião, eivada de intenções ocultas, carecia daquele cunho de sinceridade que todos gostamos de achar nos conceitos humanos. Nem eu a cito, senão para dizer, desde logo, que D. Benedita foi sempre um padrão de bons costumes.",CO107MA
3165,5,"A astúcia do corretor não fez mais do que indigná-la, embora momentaneamente; digo momentaneamente. Quanto às outras conjecturas, oscilando entre os trinta e seis e os quarenta e cinco, não desdiziam das feições de D. Benedita, que eram maduramente graves e juvenilmente graciosas. Mas, se alguma cousa admira é que houvesse suposições neste negócio, quando bastava interrogá-la para saber a verdade verdadeira.",CO107MA
3166,6,"D. Benedita fez quarenta e dous anos no domingo 19 de setembro de 1869. São seis horas da tarde; a mesa da família está ladeada de parentes e amigos, em número de vinte ou vinte e cinco pessoas. Muitas dessas estiveram no jantar de 1868, no de 1867 e no de 1866, e ouviram sempre aludir francamente à idade da dona da casa. Além disso, veem-se ali, à mesa, uma moça e um rapaz, seus filhos; este é, decerto, no tamanho e nas maneiras, um tanto menino; mas a moça, Eulália, contando dezoito anos, parece ter vinte e um, tal é a severidade dos modos e das feições.",CO107MA
3167,7,"A alegria dos convivas, a excelência do jantar, certas negociações matrimoniais incumbidas ao cônego Roxo, aqui presente, e das quais se falará mais abaixo, as boas qualidades da dona da casa, tudo isso dá à festa um caráter íntimo e feliz. O cônego levanta-se para trinchar o peru. D. Benedita acatava esse uso nacional das casas modestas de confiar o peru a um dos convivas, em vez de o fazer retalhar fora da mesa por mãos servis, e o cônego era o pianista daquelas ocasiões solenes.",CO107MA
3168,8,"Ninguém conhecia melhor a anatomia do animal, nem sabia operar com mais presteza. Talvez – e este fenômeno fica para os entendidos – talvez a circunstância do canonicato aumentasse ao trinchante, no espírito dos convivas, uma certa soma de prestígio, que ele não teria, por exemplo, se fosse um simples estudante de matemáticas, ou um amanuense de secretaria. Mas, por outro lado, um estudante ou um amanuense, sem a lição do longo uso, poderia dispor da arte consumada do cônego? É outra questão importante.",CO107MA
3169,9,"Venhamos, porém, aos demais convivas, que estão parados, conversando; reina o burburinho próprio dos estômagos meio regalados, o riso da natureza que caminha para a repleção; é um instante de repouso.",CO107MA
3170,10,"D. Benedita fala, como as suas visitas, mas não fala para todas, senão para uma, que está sentada ao pé dela. Essa é uma senhora gorda, simpática, muito risonha, mãe de um bacharel de vinte e dous anos, o Leandrinho, que está sentado defronte delas. D. Benedita não se contenta de falar à senhora gorda, tem uma das mãos desta entre as suas; e não se contenta de lhe ter presa a mão, fita-lhe uns olhos namorados, vivamente namorados.",CO107MA
3171,11,"Não os fita, note-se bem, de um modo persistente e longo, mas inquieto, miúdo, repetido, instantâneo. Em todo caso, há muita ternura naquele gesto; e, dado que não a houvesse, não se perderia nada, porque D. Benedita repete com a boca a D. Maria dos Anjos tudo o que com os olhos lhe tem dito: que está encantada, que considera uma fortuna conhecê-la, que é muito simpática, muito digna, que traz o coração nos olhos, etc., etc., etc. Uma de suas amigas diz-lhe, rindo, que está com ciúmes.",CO107MA
3172,12,"– Que arrebente! – responde ela, rindo também.",CO107MA
3173,13,E voltando-se para a outra:,CO107MA
3174,14,– Não acha? Ninguém deve meter-se com a nossa vida.,CO107MA
3175,15,"E aí tornavam as finezas, os encarecimentos, os risos, as ofertas, mais isto, mais aquilo – um projeto de passeio, outro de teatro, e promessas de muitas visitas, tudo com tamanha expansão e calor, que a outra palpitava de alegria e reconhecimento.",CO107MA
3176,16,O peru está comido. D. Maria dos Anjos faz um sinal ao filho; este levanta-se e pede que o acompanhem em um brinde:,CO107MA
3177,17,"– Meus senhores, é preciso desmentir esta máxima dos franceses: – les absents ont tort. Bebamos a alguém que está longe, muito longe, no espaço, mas perto, muito perto, no coração de sua digna esposa: bebamos ao ilustre desembargador Proença.",CO107MA
3178,18,"A assembleia não correspondeu vivamente ao brinde; e para compreendê-lo basta ver o rosto triste da dona da casa. Os parentes e os mais íntimos disseram baixinho entre si que o Leandrinho fora estouvado; enfim, bebeu-se, mas sem estrépito; ao que parece, para não avivar a dor de D. Benedita. Vã precaução! D. Benedita, não podendo conter-se, deixou rebentarem-lhe as lágrimas, levantou-se da mesa, retirou-se da sala. D. Maria dos Anjos acompanhou-a. Sucedeu um silêncio mortal entre os convivas. Eulália pediu a todos que continuassem, que a mãe voltava já.",CO107MA
3179,19,"– Mamãe é muito sensível – disse ela -, e a ideia de que papai está longe de nós...",CO107MA
3180,20,"O Leandrinho, consternado, pediu desculpa a Eulália. Um sujeito, ao lado dele, explicou-lhe que D. Benedita não podia ouvir falar do marido sem receber um golpe no coração – e chorar logo; ao que o Leandrinho acudiu dizendo que sabia da tristeza dela, mas estava longe de supor que o seu brinde tivesse tão mau efeito.",CO107MA
3181,21,"– Pois era a cousa mais natural – explicou o sujeito -, porque ela morre pelo marido.",CO107MA
3182,22,– O cônego – acudiu Leandrinho – disse-me que ele foi para o Pará há uns dous anos...,CO107MA
3183,23,"– Dous anos e meio; foi nomeado desembargador pelo ministério Zacarias. Ele queria a Relação de São Paulo, ou da Bahia; mas não pôde ser e aceitou a do Pará.",CO107MA
3184,24,– Não voltou mais?,CO107MA
3185,25,– Não voltou.,CO107MA
3186,26,– D. Benedita naturalmente tem medo de embarcar...,CO107MA
3187,27,"– Creio que não. Já foi uma vez à Europa. Se bem me lembro, ela ficou para arranjar alguns negócios de família; mas foi ficando, ficando, e agora...",CO107MA
3188,28,– Mas era muito melhor ter ido em vez de padecer assim... Conhece o marido?,CO107MA
3189,29,"– Conheço; um homem muito distinto, e ainda moço, forte; não terá mais de quarenta e cinco anos. Alto, barbado, bonito. Aqui há tempos disse-se que ele não teimava com a mulher, porque estava lá de amores com uma viúva.",CO107MA
3190,30,– Ah!,CO107MA
3191,31,"– E houve até quem viesse contá-lo a ela mesma. Imagine como a pobre senhora ficou! Chorou uma noute inteira, no dia seguinte não quis almoçar, e deu todas as ordens para seguir no primeiro vapor.",CO107MA
3192,32,– Mas não foi?,CO107MA
3193,33,– Não foi; desfez a viagem daí a três dias.,CO107MA
3194,34,"D. Benedita voltou nesse momento, pelo braço de D. Maria dos Anjos. Trazia um sorriso envergonhado; pediu desculpa da interrupção, e sentou-se com a recente amiga ao lado, agradecendo os cuidados que lhe deu, pegando-lhe outra vez na mão:",CO107MA
3195,35,– Vejo que me quer bem – disse ela.,CO107MA
3196,36,– A senhora merece – disse D. Maria dos Anjos.,CO107MA
3197,37,– Mereço? – inquiriu ela entre desvanecida e modesta.,CO107MA
3198,38,"E declarou que não, que a outra é que era boa, um anjo, um verdadeiro anjo; palavra que ela sublinhou com o mesmo olhar namorado, não persistente e longo, mas inquieto e repetido. O cônego, pela sua parte, com o fim de apagar a lembrança do incidente, procurou generalizar a conversa, dando-lhe por assunto a eleição do melhor doce. Os pareceres divergiram muito. Uns acharam que era o de coco, outros, o de caju, alguns, o de laranja, etc.",CO107MA
3199,39,"Um dos convivas, o Leandrinho, autor do brinde, dizia com os olhos – não com a boca – e dizia-o de um modo astucioso, que o melhor doce eram as faces de Eulália, um doce moreno, corado; dito que a mãe dele interiormente aprovava, e que a mãe dela não podia ver, tão entregue estava à contemplação da recente amiga. Um anjo, um verdadeiro anjo!",CO107MA
3200,40,II,CO107MA
3201,41,"D. Benedita levantou-se, no dia seguinte, com a ideia de escrever uma carta ao marido, uma longa carta em que lhe narrasse a festa da véspera, nomeasse os convivas e os pratos, descrevesse a recepção noturna, e, principalmente, desse notícia das novas relações com D. Maria dos Anjos. A mala fechava-se às duas horas da tarde, D. Benedita acordara às nove, e, não morando longe (morava no campo da Aclamação), um escravo levaria a carta ao correio muito a tempo. Demais, chovia; D. Benedita arredou a cortina da janela, deu com os vidros molhados; era uma chuvinha teimosa, o céu estava todo brochado de uma cor pardo-escura, malhada de grossas nuvens negras. Ao longe, viu flutuar e voar o pano que cobria o balaio que uma preta levava à cabeça: concluiu que ventava. Magnífico dia para não sair, e, portanto, escrever uma carta, duas cartas, todas as cartas de uma esposa ao marido ausente. Ninguém viria tentá-la.",CO107MA
3202,42,"Enquanto ela compõe os babadinhos e rendas do roupão branco, um roupão de cambraia que o desembargador lhe dera em 1862, no mesmo dia aniversário, 19 de setembro, convido a leitora a observar-lhe as feições. Vê que não lhe dou Vênus; também não lhe dou Medusa. Ao contrário de Medusa, nota-se-lhe o alisado simples do cabelo, preso sobre a nuca. Os olhos são vulgares, mas têm uma expressão bonachã.",CO107MA
3203,43,"A boca é daquelas que, ainda não sorrindo, são risonhas, e tem esta outra particularidade, que é uma boca sem remorsos nem saudades: podia dizer sem desejos, mas eu só digo o que quero, e só quero falar das saudades e dos remorsos. Toda essa cabeça, que não entusiasma, nem repele, assenta sobre um corpo antes alto do que baixo, e não magro nem gordo, mas fornido na proporção da estatura. Para que falar-lhe das mãos? Há de admirá-las logo, ao travar da pena e do papel, com os dedos afilados e vadios, dous deles ornados de cinco ou seis anéis.",CO107MA
3204,44,"Creio que é bastante ver o modo por que ela compõe as rendas e os babadinhos do roupão para compreender que é uma senhora pichosa, amiga do arranjo das cousas e de si mesma. Noto que rasgou agora o babadinho do punho esquerdo, mas é porque, sendo também impaciente, não podia mais ""com a vida deste diabo"". Essa foi a sua expressão, acompanhada logo de um ""Deus me perdoe!"" que inteiramente lhe extraiu o veneno.",CO107MA
3205,45,"Não digo que ela bateu com o pé, mas adivinha-se, por ser um gesto natural de algumas senhoras irritadas. Em todo caso, a cólera durou pouco mais de meio minuto. D. Benedita foi à caixinha de costura para dar um ponto no rasgão, e contentou-se com um alfinete. O alfinete caiu no chão, ela abaixou-se a apanhá-lo. Tinha outros, é verdade, muitos outros, mas não achava prudente deixar alfinetes no chão.",CO107MA
3206,46,"Abaixando-se, aconteceu-lhe ver a ponta da chinela, na qual pareceu-lhe descobrir um sinal branco; sentou-se na cadeira que tinha perto, tirou a chinela, e viu o que era: era um roidinho de barata. Outra raiva de D. Benedita, porque a chinela era muito galante, e fora-lhe dada por uma amiga do ano passado.",CO107MA
3207,47,"Um anjo, um verdadeiro anjo! D. Benedita fitou os olhos irritados no sinal branco; felizmente a expressão bonachã deles não era tão bonachã que se deixasse eliminar de todo por outras expressões menos passivas, e retomou o seu lugar. D. Benedita entrou a virar e revirar a chinela, e a passá-la de uma para outra mão, a princípio com amor, logo depois maquinalmente, até que as mãos pararam de todo, a chinela caiu no regaço, e D. Benedita ficou a olhar para o ar, parada, fixa. Nisto o relógio da sala de jantar começou a bater horas. D. Benedita logo às primeiras duas, estremeceu:",CO107MA
3208,48,– Jesus! Dez horas!,CO107MA
3209,49,"E, rápida, calçou a chinela, consertou depressa o punho do roupão, e dirigiu-se à escrivaninha, para começar a carta. Escreveu, com efeito, a data, e um: ""Meu ingrato marido""; enfim, mal traçara estas linhas: ""Você lembrou-se ontem de mim? Eu..."", quando Eulália lhe bateu à porta, bradando:",CO107MA
3210,50,"– Mamãe, mamãe, são horas de almoçar.",CO107MA
3211,51,"D. Benedita abriu a porta, Eulália beijou-lhe a mão, depois levantou as suas ao céu:",CO107MA
3212,52,– Meu Deus! Que dorminhoca!,CO107MA
3213,53,– O almoço está pronto?,CO107MA
3214,54,– Há que séculos!,CO107MA
3215,55,– Mas eu tinha dito que hoje o almoço era mais tarde... Estava escrevendo a teu pai.,CO107MA
3216,56,"Olhou alguns instantes para a filha, como desejosa de lhe dizer alguma cousa grave, ao menos difícil, tal era a expressão indecisa e séria dos olhos. Mas não chegou a dizer nada; a filha repetiu que o almoço estava na mesa, pegou-lhe do braço e levou-a.",CO107MA
3217,57,"Deixemo-las almoçar à vontade; descansemos nessa outra sala, a de visitas, sem aliás inventariar os móveis dela, como o não fizemos em nenhuma outra sala ou quarto. Não é que eles não prestem, ou sejam de mau gosto; ao contrário, são bons. Mas a impressão geral que se recebe é esquisita, como se ao trastejar daquela casa houvesse presidido um plano truncado, ou uma sucessão de planos truncados.",CO107MA
3218,58,"Mãe, filha e filho almoçaram. Deixemos o filho, que nos não importa, um pirralho de doze anos, que parece ter oito, tão mofino é ele. Eulália interessa-nos, não só pelo que vimos de relance no capítulo passado, como porque, ouvindo a mãe falar em D. Maria dos Anjos e no Leandrinho, ficou muito séria e, talvez, um pouco amuada. D. Benedita percebeu que o assunto não era aprazível à filha, e recuou da conversa, como alguém que desanda uma rua para evitar um importuno; recuou e ergueu-se; a filha veio com ela para a sala de visitas.",CO107MA
3219,59,"Eram onze horas menos um quarto. D. Benedita conversou com a filha até depois do meio-dia, para ter tempo de descansar o almoço e escrever a carta. Sabem que a mala fecha às duas horas. De fato, alguns minutos, poucos, depois do meio-dia, D. Benedita disse à filha que fosse estudar piano, porque ela ia acabar a carta. Saiu da sala; Eulália foi à janela, relanceou a vista pelo Campo, e, se lhes disser que com uma pontazinha de tristeza nos olhos, podem crer que é a pura verdade.",CO107MA
3220,60,"Não era, todavia, a tristeza dos débeis ou dos indecisos; era a tristeza dos resolutos, a quem dói de antemão um ato pela mortificação que há de trazer a outros, e que, não obstante, juram a si mesmos praticá-lo, e praticam. Convenho que nem todas essas particularidades podiam estar nos olhos de Eulália, mas por isso mesmo é que as histórias são contadas por alguém que se incumbe de preencher as lacunas e divulgar o escondido. Que era uma tristeza máscula, era; e que daí a pouco os olhos sorriam de um sinal de esperança, também não é mentira.",CO107MA
3221,61,"– Isto acaba – murmurou ela, vindo para dentro.",CO107MA
3222,62,"Justamente nessa ocasião parava um carro à porta, apeava-se uma senhora, ouvia-se a campainha da escada, descia um moleque a abrir a cancela, e subia as escadas D. Maria dos Anjos. D. Benedita, quando lhe disseram quem era, largou a pena, alvoroçada; vestiu-se à pressa, calçou-se, e foi à sala.",CO107MA
3223,63,– Com este tempo! – exclamou -. Ah! Isto é que é querer bem à gente!,CO107MA
3224,64,"– Vim sem esperar pela sua visita, só para mostrar que não gosto de cerimônias, e que entre nós deve haver a maior liberdade.",CO107MA
3225,65,"Vieram os cumprimentos de estilo, as palavrinhas doces, os afagos da véspera. D. Benedita não se fartava de dizer que a visita naquele dia era uma grande fineza, uma prova de verdadeira amizade; mas queria outra, acrescentou daí a um instante, que D. Maria dos Anjos ficasse para jantar. Esta desculpou-se alegando que tinha de ir a outras partes; demais, essa era a prova que lhe pedia – a de ir jantar à casa dela primeiro. D. Benedita não hesitou, prometeu que sim, naquela mesma semana.",CO107MA
3226,66,– Estava agora mesmo escrevendo o seu nome – continuou.,CO107MA
3227,67,– Sim?,CO107MA
3228,68,"– Estou escrevendo a meu marido, e falo da senhora. Não lhe repito o que escrevi, mas imagine que falei muito mal da senhora, que era antipática, insuportável, maçante, aborrecida... Imagine!",CO107MA
3229,69,"– Imagino, imagino. Pode acrescentar que, apesar de ser tudo isso, e mais alguma cousa, apresento-lhe os meus respeitos.",CO107MA
3230,70,– Como ela tem graça para dizer as cousas! – comentou D. Benedita olhando para a filha.,CO107MA
3231,71,"Eulália sorriu sem convicção. Sentada na cadeira fronteira à mãe, ao pé da outra ponta do sofá em que estava D. Maria dos Anjos, Eulália dava à conversação das duas a soma de atenção que a cortesia lhe impunha, e nada mais.  Chegava a parecer aborrecida; cada sorriso que lhe abria a boca era de um amarelo pálido, um sorriso de favor.",CO107MA
3232,72,"Uma das tranças – era de manhã, trazia o cabelo em duas tranças caídas pelas costas abaixo -, uma delas servia-lhe de pretexto a alhear-se de quando em quando, porque puxava-a para a frente e contava-lhe os fios do cabelo – ou parecia contá-los. Assim o creu D. Maria dos Anjos, quando lhe lançou uma ou duas vezes os olhos, curiosa, desconfiada. D. Benedita é que não via nada; via a amiga, a feiticeira, como lhe chamou duas ou três vezes – ""feiticeira como ela só"".",CO107MA
3233,73,– Já!,CO107MA
3234,74,"D. Maria dos Anjos explicou que tinha de ir a outras visitas; mas foi obrigada a ficar ainda alguns minutos, a pedido da amiga. Como trouxesse um mantelete de renda preta, muito elegante, D. Benedita disse que tinha um igual e mandou buscá-lo. Tudo demoras. Mas a mãe do Leandrinho estava tão contente!",CO107MA
3235,75,"D. Benedita enchia-lhe o coração; achava nela todas as qualidades que melhor se ajustavam à sua alma e aos seus costumes, ternura, confiança, entusiasmo, simplicidade, uma familiaridade cordial e pronta. Veio o mantelete; vieram oferecimentos de alguma cousa, um doce, um licor, um refresco; D. Maria dos Anjos não aceitou nada mais do que um beijo e a promessa de que iriam jantar com ela naquela semana.",CO107MA
3236,76,– Quinta-feira – disse D. Benedita.,CO107MA
3237,77,– Palavra?,CO107MA
3238,78,– Palavra.,CO107MA
3239,79,– Que quer que lhe faça se não for? Há de ser um castigo bem forte.,CO107MA
3240,80,– Bem forte? Não me fale mais.,CO107MA
3241,81,"D. Maria dos Anjos beijou com muita ternura a amiga; depois abraçou e beijou também a Eulália, mas a efusão era muito menor de parte a parte. Uma e outra mediam-se, estudavam-se, começavam a compreender-se. D. Benedita levou a amiga até o patamar da escada, depois foi à janela para vê-la entrar no carro; a amiga, depois de entrar no carro, pôs a cabeça de fora, olhou para cima, e disse-lhe adeus, com a mão.",CO107MA
3242,82,"– Não falte, ouviu?",CO107MA
3243,83,– Quinta-feira.,CO107MA
3244,84,"Eulália já não estava na sala; D. Benedita correu a acabar a carta. Era tarde; não relatara o jantar da véspera, nem já agora podia fazê-lo. Resumiu tudo; encareceu muito as novas relações; enfim, escreveu estas palavras:",CO107MA
3245,85,"O cônego Roxo falou-me em casar Eulália com o filho de D. Maria dos Anjos; é um moço formado em direito este ano; é conservador, e espera uma promotoria, agora, se o Itaboraí não deixar o ministério. Eu acho que o casamento é o melhor possível. O Dr. Leandrinho (é o nome dele) é muito bem-educado; fez um brinde a você, cheio de palavras tão bonitas, que eu chorei.",CO107MA
3246,86,"Eu não sei se Eulália quererá ou não; desconfio de outro sujeito que outro dia esteve conosco nas Laranjeiras. Mas você, que pensa? Devo limitar-me a aconselhá-la, ou impor-lhe a nossa vontade? Eu acho que devo usar um pouco da minha autoridade; mas não quero fazer nada sem que você me diga. O melhor seria se você viesse cá.",CO107MA
3247,87,"Acabou e fechou a carta; Eulália entrou nessa ocasião, ela deu-lha para mandar, sem demora, ao correio; e a filha saiu com a carta sem saber que tratava dela e do seu futuro. D. Benedita deixou-se cair no sofá, cansada, exausta. A carta era muito comprida apesar de não dizer tudo; e era-lhe tão enfadonho escrever cartas compridas!",CO107MA
3248,88,III,CO107MA
3249,89,"Era-lhe tão enfadonho escrever cartas compridas! Esta palavra, fecho do capítulo passado, explica a longa prostração de D. Benedita. Meia hora depois de cair no sofá, ergueu-se um pouco, e percorreu o gabinete com os olhos, como procurando alguma cousa. Essa cousa era um livro. Achou o livro, e podia dizer achou os livros, pois nada menos de três estavam ali, dous abertos, um marcado em certa página, todos em cadeiras.",CO107MA
3250,90,"Eram três romances que D. Benedita lia ao mesmo tempo. Um deles, note-se, custou-lhe não pouco trabalho. Deram-lhe notícia na rua, perto de casa, com muitos elogios; chegara da Europa na véspera. D. Benedita ficou tão entusiasmada, que, apesar de ser longe e tarde, arrepiou caminho e foi ela mesmo comprá-lo, correndo nada menos de três livrarias.",CO107MA
3251,91,"Voltou ansiosa, namorada do livro, tão namorada que abriu as folhas, jantando, e leu os cinco primeiros capítulos naquela mesma noute. Sendo preciso dormir, dormiu; no dia seguinte não pôde continuar, depois esqueceu-o. Agora, porém, passados oito dias, querendo ler alguma cousa, aconteceu-lhe justamente achá-lo à mão.",CO107MA
3252,92,– Ah!,CO107MA
