id,aligned_id,line,catalogue_id,work_id
162,162,"At home, when he would come to spend a few days, it happened quite often that I would find him in the rear of the house in the laundry chatting with the slave girls who were washing clothes. ‘That’s where he’d string together stories, comments, questions, and there’d be an explosion of laughter that nobody could hear because the laundry was too far away from the house. The black women, with clothes around their middle, their dresses hiked up a little, some inside the tank, others outside, leaning over the articles of clothing, beating them, soaping them, twisting them, went on listening to Uncle Joéo’s jokes and commenting on them from time to time, saying:",17,RO005TR03
163,163,"“Get thee behind me, Satan! This Master Joao is the devil himself!”",17,RO005TR03
164,164,"My uncle the canon was quite different. He was full of austerity and purity. Those traits weren’t elevating a superior spirit, however, but only compensating for a mediocre one. He was not a man who saw the substantive side of the church. He saw the superficial side; hierarchy, pre-eminences, vestments, genuflections. He was closer to sacristy than to altar. A slip in ritual would arouse him more than an infraction of the commandments.",17,RO005TR03
165,165,"Now, after so many years away from it, I’m not sure whether or not he could easily understand a passage from Tertullian or expound without hesitation the story of the Nicene symbol. But no one at high mass knew better than he the number and type of bows to be made to the officiant. Being canon was the only ambition in his life. And he said with all his heart that it ‘was the only honor to which he could aspire. Pious, austere in his habits, precise in his observance of the rules, limp, timid, subordinate, he possessed some few virtues in which he was exemplary, but he was absolutely lacking in the strength to instill them or impose them on others.",17,RO005TR03
166,166,"I won’t say anything about my maternal aunt, Dona Emerenciana, or add that she was the person who had the most authority over me. That made her quite different from the others, but she only lived with us a short time, a couple of years. Other relatives and a few close friends aren’t worth mentioning. We had no life in common, only intermittently and with great spans of separation. What is important is the general description of the domestic milieu and that has been shown here—vulgarity of character, love of gaudy appearance and clamor, a slackness of will, the rule of whim, and more. Out of that earth and that manure this flower was born.",17,RO005TR03
167,167,XII,17,RO005TR03
168,168,An Episode in 1814,17,RO005TR03
169,169,But I don’t want to go ahead without giving a quick rundown of a stirring episode in 1814. I was nine years old.,17,RO005TR03
170,170,"When I was born Napoleon was already basking in all the splendor of his power and his glory. He was emperor and had completely conquered men’s admiration. My father, who, on the strength of having persuaded others of our nobility had ended up persuading himself, kept on feeding a completely mental hatred of him. That was the motive for some angry disputes in our house because my Uncle João—I don’t know whether out of a spirit of class or sympathy for his profession—pardoned in the despot what he admired in the general. My priest uncle was inflexible in his opposition to the Corsican and my other relatives were divided. That was the basis of the controversy and the rows.",17,RO005TR03
171,171,"When the news of Napoleon’s first fall reached Rio de Janeiro, there was naturally great shock in our house, but no gibes or taunts. The losers, witnessing the public rejoicing, considered it more decorous to remain silent. Some even went so far as to clap hands. The populace, cordially happy, didn’t skimp on their affection for the royal family. There were torches, salvos, Te-Deums, parades, and cheers.",17,RO005TR03
172,172,"I went about those days with a new rapier my godfather had given me on Saint Anthony’s Day and, quite frankly, I was more interested in the rapier than in Bonaparte’s fall. I’ve never forgotten that. I’ve never stopped thinking to myself that my rapier has always been greater than Napoleon’s sword. And please note that I heard a lot of speeches when I was alive, read a lot of controversial pages with big ideas and bigger words, but—I don’t know why—behind all the applause they drew from my mouth, sometimes that voice of experience would echo:",17,RO005TR03
173,173,"“Come on, all you care about is your rapier.”",17,RO005TR03
174,174,"My family wasn’t satisfied with having an anonymous share of the public celebration. They found it opportune and indispensable to celebrate the overthrow of the emperor with a banquet, and such a banquet that the sound of the acclamations would reach the ears of His Highness or, at least, those of his ministers. No sooner said than done. All the old silver inherited from my grandfather Luís Cubas was taken down. The tablecloths from Flanders were unpacked, the large pitchers from India. A barrow was slaughtered. Compotes and quince marmalades were ordered from the nuns of Ajuda. Everything was washed, scoured, and polished: parlors, stairs, candlesticks, wall brackets, lamp chimneys, all items of classic luxury.",17,RO005TR03
175,175,"At the given hour a very select: society gathered: the district judge, three or four military officers, some businessmen and lawyers, several government officials, some with their wives and daughters, some without them, but all with a common desire to stuff a turkey with Bonaparte’s memory. It wasn’t a banquet but a Te-Deum. That was more or less what one of the lawyers present, Dr. Vilaça, said. He was a famous glosser who added the tidbit of the muses to the dishes of the house.",17,RO005TR03
176,176,"I remember as if it were yesterday, I remember seeing him rise up with his long hair gathered in a pigtail, silk tailcoat, an emerald on his finger, and ask my priest uncle to repeat a maxim, and when the maxim was repeated, he fastened his eyes on the head of a lady, coughed, lifted his right hand, clenched except for his forefinger which pointed to the ceiling, and, posed and composed like that, he gave back the word with a gloss. Not just one gloss, but three. Then he swore to his gods that it would never end. He would ask for a maxim, would be given one, would quickly gloss it, and then ask for another, and another, to the point that one of the ladies present couldn’t keep her admiration silent.",17,RO005TR03
177,177,"“You say that,” Vilaça modestly replied, “because you never heard Bocage in Lisbon at the end of the century as I did. That was something! The ease! And such lines of poetry! We had battles that went on glossing for an hour or two in the midst of applause and bravos in Nicola’s bar. Bocage had a tremendous talent! That was what I was told a few days ago by Her Grace the Duchess of Cadaval…”",17,RO005TR03
178,178,"And those last three words, expressed quite emphatically, produced a flutter of admiration and amazement in all assembled because so cordial and so simple a man, in addition to competing with poets, was close to duchesses! A Bocage and a Cadaval! Contact with such a man made the ladies feel superrefined. The males looked on him with respect, some with envy, no few with disbelief. He, meanwhile, went along piling adjective on adjective, adverb on adverb, listing everything that rhymed with tyrant and usurper. It was dessert time. No one was thinking anymore about eating.",17,RO005TR03
179,179,"During the intervals in the glosses a merry murmur went about, the chatter of full stomachs. The eyes, sluggish and moist or lively and warm, lounged or leaped about the table loaded with sweets and fruit—pineapple wedges here, melon slices there, the crystal dessert dishes displaying the thinly shredded cocoanut sweets, yellow as an egg yolk—or the molasses, thick and dark, not far from the cheese.",17,RO005TR03
180,180,"From time to time a full, jovial, unbuttoned laugh—a family laugh—would come along to break the political gravity of the banquet. In the midst of the great and common interest, the small and private ones were also moving about. The girls spoke about the modinhas they were going to sing to the accompaniment of the harpsichord, the minuets, the English airs. Nor was there any lack of a matron who promised to perform an eight-beat dance just to show them how she had enjoyed herself in the good old days of childhood.",17,RO005TR03
181,181,"One fellow, next to me, was passing on to another a recent report on the new slaves who were on their way according to letters he’d received from Luanda, one letter in which his nephew told him that he’d already made a deal for about forty head, and another in which … He had them right there in his pocket but he couldn’t read them on that occasion. What he guaranteed is that from this one shipment we can count on some hundred and twenty slaves at least.",17,RO005TR03
182,182,"“Shh … shh … shh …,” Vilaça was saying, clapping his hands. The noise quickly stopped, like a pause with an orchestra, and all eyes turned to the glosser. Those farther off cupped their ears in order not to lose a single word. Most of them, even before the gloss, had already given a chuckle of approval, mild and sincere.",17,RO005TR03
183,183,"As for me, there I was, solitary and out of it, making eyes at a certain dessert that was my passion. I was happy with the end of each gloss, hoping that it would be the last, but it wasn’t, and the dessert remained intact. No one had thought to say the first word. My father, at the head of the table, was savoring the joy of the guests with deep swallows, he had eyes only for the jolly fat faces, the dishes, the flowers. He was delighted with the familiarity that bound the most distant spirits together, the influence of a good dinner.",17,RO005TR03
184,184,"I could see that because I dragged my eyes away from the compote to him and then from him back to the compote, as if begging him to serve me some. But it was in vain. He didn’t see anything; he was seeing himself. And the glosses went on one after the other like sheets of water, obliging me to withdraw the desire and the plea. I was as patient as I could be, but I couldn’t be for long. I asked for some dessert in a low voice. Finally I roared, bellowed, stamped my feet. My father, who would have given me the sun if I’d asked for it, called to a slave to serve me the sweet, but it was too late. Aunt Emerenciana pulled me out of my chair and turned me over to a slave girl in spite of my shouts and shoves.",17,RO005TR03
185,185,"The glosser’s crime had been only that: delaying the compote and bringing about my exclusion. But that was sufficient for me to think about revenge, whatever it might be, that would be huge and exemplary, which would make him look ridiculous in some way. Since Dr. Vilaça was a serious man, mannerly and calm, forty-seven years old, married and a father, I wasn’t content with a paper tail or his pigtail. It had to be something worse. I began scrutinizing him for the rest of the afternoon, following him around the grounds, where they’d all gone to stroll. I saw him chatting with Dona Eusébia, Sergeant-Major Domingues’ sister, a big robust maiden lady, who, if she wasn’t pretty, wasn’t ugly either.",17,RO005TR03
186,186,"“I’m very angry with you,” she was telling him.",17,RO005TR03
187,187,“Why?”,17,RO005TR03
188,188,“Because … I don’t know why… because it’s my fate … sometimes I think dying is better …”,17,RO005TR03
189,189,They’d gone behind a little thicket. It was twilight. I followed them. There was a spark of wine and sensuality in Vilaça’s eyes.,17,RO005TR03
190,190,"“Let go of me,” she said.",17,RO005TR03
191,191,"“Nobody can see us. Dying, my angel? What kind of an idea is that? You know that I would die, too … What am I saying? … I die every day, from passion, from longing …”",17,RO005TR03
192,192,"Dona Eusébia put her handkerchief to her eyes. The glosser was digging in his memory for some literary fragment and he found this one, which I later discovered was from an opera by Antônio José da Silva, the Jew:",17,RO005TR03
193,193,"“Don’t weep my love, don’t wish for the day to break with two dawns.”",17,RO005TR03
194,194,"He said that and pulled her toward him. She resisted some but let herself go. Their faces came together and I heard the smack, very light, of a kiss, the most timid of kisses.",17,RO005TR03
195,195,"“Dr. Vilaça kissed Dona Eusébia!” I bellowed, running through the yard.",17,RO005TR03
196,196,"Those words of mine were an explosion. Stupefaction immobilized everyone. Eyes looked out all over. Smiles were exchanged, furtive whispers. Mothers dragged their daughters off with the pretext of the dew. My father pulled my ears, faking it but really annoyed at my indiscretion. The next day at lunch, however, recalling the incident, he tweaked my nose, laughing:",17,RO005TR03
197,197,"“Oh, you little devil! You little devil!”",17,RO005TR03
198,198,XIII,17,RO005TR03
199,199,A Leap,17,RO005TR03
200,200,"Let’s put our feet together now and leap over school, the irksome school where I learned to read, write, count, whack noggins, get mine whacked, and make mischief, sometimes up on the hills, sometimes on the beaches, wherever it was convenient for loafers.",17,RO005TR03
201,201,"They were bitter times. There were the scoldings, the punishments, the arduous long lessons and little else, very little and very slight. The only really bad part was the whacking of the palms with a ruler, and even then … Oh, ruler, terror of my boyhood, you who were the compelle intrare with which an old teacher, bony and bald, instilled in my brain the alphabet, prosody, syntax, and everything else he knew, blessed ruler, so cursed by moderns, if only I could have remained under your yoke with my beardless soul, my ignorance, and my rapier, that rapier from 1814, so superior to Napoleon’s sword!",17,RO005TR03
202,202,"What was it that my old primary teacher wanted, after all? Memorization and behavior in the classroom. Nothing more, nothing less than what life, the final class, wants, with the difference that if you put fear into me, you never put anger. I can still see you now, coming into the room with your white leather slippers, cape, handkerchief in hand, bald head on display, chin clean-shaven. I see you sit down, snort, grunt, take an initial pinch of snuff, and then call us to order for the lesson. And you did that for twenty-three years, quiet, obscure, punctual, stuck in a little house on the Rua do Piolho, not bothering the world with your mediocrity, until one day you took the great dive into the shadows and nobody wept for you except an old black man—no one, not even I, who owe you the rudiments of writing.",17,RO005TR03
203,203,"The teacher’s name was Ludgero. Let me write his full name on this page: Ludgero Barata—a disastrous name whose second part means cockroach and that gave the boys an eternal basis for crude jokes. One of us, Quincas Borba, was cruel to the poor man at that time. Two or three times a week he would put a dead roach into his pants pocket—wide trousers tied with a cord—or in the desk drawer, or by his inkwell. If he found it during school hours he would leap up, pass his flaming eyes over us, call us by our last names: we were parasites, ignoramuses, brats, scoundrels … Some trembled, others snorted. Quincas Borba, however, allowed himself to remain quiet, his eyes staring into space.",17,RO005TR03
204,204,"A delight, Quincas Borba. Never in my childhood, never in my whole life did I find a funnier, more inventive, more mischievous boy. He was a delight not only in school but all over the city. His mother, a widow of certain means, worshiped her son and would bring him to school pampered, well dressed, all decked out, with a striking houseboy following, a houseboy who would let us play hooky, go hunt for birds’ nests or lizards on Livramento and Conceição hills, or simply roam the streets on the loose like two idle loafers. And as emperor!",17,RO005TR03
205,205,"It was a pleasure to see Quincas Borba play the emperor during the festival of the Holy Spirit. In our children’s games he would always choose the role of king, minister, general, someone supreme, whoever he might be. The rascal had poise and gravity, a certain magnificence in his stance, in his walk. Who would have said that… Let’s hold back our pen, let’s not get ahead of events. Let’s take a leap to 1822, the date of our political independence and of my first personal captivity.",17,RO005TR03
206,206,XIV,17,RO005TR03
207,207,The First Kiss,17,RO005TR03
208,208,"I was seventeen. My upper lip was beginning to sprout as I strove to grow a mustache. My eyes, lively and resolute, were my really masculine feature. Since I showed a certain haughtiness it was hard to tell whether I was a child with the arrogance of a man or a man with the look of a boy. In short, I was a handsome young fellow, handsome and bold, who was entering life in boots and spurs, a whip in his hand and blood in his veins, mounted on a nervous, robust, swift steed, like the steeds in ancient ballads, for whom romanticism went looking in medieval castles, only to run into him on the streets of our century. The worst is that the romantics wore the fellow out so much that it became necessary to lay him aside, where realism came to find him, eaten by leprosy and worms, and, out of compassion, they bore him off for their books.",17,RO005TR03
209,209,"Yes, I was that handsome, graceful, well-to-do young fellow, and it’s easy to imagine how more than one lady lowered her pensive brow before me or lifted her covetous eyes up to me. Of them all, however, the one who captivated me immediately was a … a … I don’t know if I should say it. This book is chaste, at least in its intention. In its intention it is ever so chaste. But out with it, either you say everything or nothing. The one who captivated me was a Spanish woman, Marcela, “beautiful Marcela,” as the boys of those times called her. And the boys were right.",17,RO005TR03
210,210,"She was the daughter of a gardener from Asturias. She told me so herself during a day of sincerity, because the accepted version was that she’d been born to a lawyer from Madrid, a victim of the French invasion, wounded, jailed, and shot when she was only twelve years old. Cosas de España. Whatever her father was, however, lawyer or gardener, the truth is that Marcela didn’t have any rustic innocence and hardly understood the morality of the law. She was a good girl, cheerful, without scruples, a little hampered by the austerity of the times, which wouldn’t allow her to haul her flightiness and her gossip games through the streets, fond of luxury, impatient, a friend of money and young men. That year she was madly in love with a certain Xavier, a wealthy and tubercular fellow—a pearl.",17,RO005TR03
211,211,"I saw her for the first: time on the Rossio Grande, the night of fireworks celebrating the declaration of independence, a springtime festival, the dawn of the public soul. We were a couple of youths, the people and I, We were coming out of childhood with all the ecstasy of youth. I saw her get out of a sedan chair, graceful and eye-catching, a slim, swaying body, elegant—something I’d never found in chaste women, “Follow me,” she said to her page. And I followed her, as much a page as the other, as if the order had been given to me. I let myself go, in love, vibrant, full of the first inklings of a dawn. Along the way they called out to her, “Beautiful Marcela!” I remembered that I’d heard that name from my Uncle João and I stood there, I must confess, I stood there stupefied.",17,RO005TR03
212,212,"Three days later my uncle asked in secret if I wanted to have dinner with some “girls” in Cajueiros. We went. It was Marcela’s house. Xavier, along with all his tubercles, presided over the nocturnal banquet at which I ate little or nothing because I only had eyes for the lady of the house. The Spanish woman was so elegant! There were more than half a dozen women—all in the amorous profession—and pretty, lively, but the Spaniard … The enthusiasm, a few swallows of wine, an imperious temperament, hotheaded—all of that led me to do a singular thing. On leaving, at the street door, I told my uncle to ‘wait a moment and I went back up the steps.",17,RO005TR03
213,213,"“Did you forget something?” Marcela asked, standing on the landing.",17,RO005TR03
214,214,“My handkerchief.”,17,RO005TR03
215,215,"She went to open the way back to the parlor for me. I grasped her hands, pulled her toward me, and gave her a kiss. I don’t know whether she said anything, cried out, or called anyone. I don’t know anything. I do know that I went back down the steps as swift as a typhoon and as unsteady as a drunkard.",17,RO005TR03
216,216,XV,17,RO005TR03
217,217,Marcela,17,RO005TR03
218,218,"It took me thirty days to get from the Rossio Grande to Marcela’s heart, no longer riding the courser of blind desire but the ass of patience, crafty and stubborn at the same time, for there are really two ways of enticing a woman’s will: the violent way like Europa’s bull and the insinuative way like Leda’s swan or Danaë’s shower of gold—three inventions of Father Zeus, which, being out of fashion, have been replaced by the horse and the ass. I won’t mention the plots I wove or the bribes or the alternation of confidence and fear or the wasted waiting or any other of those preliminary things. I can tell you that the ass was the equal of the courser—an ass like Sancho’s, a philosopher, really, who bore me to her house at the end of the period mentioned above. I dismounted, patted him on the haunch, and sent him off to forage.",17,RO005TR03
219,219,"Oh, first agitation of my youth, how sweet you were to me! That was what the effect of the first sunlight must have been like in biblical creation. Just imagine the effect of the first sun beating down on the face of a world in bloom. Because it was the same thing, dear reader, and if you have ever counted eighteen years, you must certainly remember that it was exactly like that.",17,RO005TR03
220,220,"Our passion, or union, or whatever name it went by, because I don’t hold much with names, had two phases: the consular phase and the imperial phase. During the first, which was short, Xavier and I ruled without his ever thinking he was sharing the government of Rome with me. But when credulity could no longer resist evidence, Xavier lowered his standards and I gathered all power into my hands. It was the Caesarean phase. It was my universe, but, alas, it wasn’t free. I had to gather money together, multiply it, invent it.",17,RO005TR03
221,221,"First I exploited my father’s largesse. He would give me anything I asked for without scolding, without delay, without coldness. He told everybody that I was young and that he’d been young once himself. But the abuse reached such extremes that he put restrictions on his liberality, then more, then still more. Then I went to my mother and induced her to turn something my way, which she did in secret. It wasn’t much. Then I laid hands on a final recourse: I got to sacking my father’s legacy, signing notes that I would redeem one day at usurious rates.",17,RO005TR03
222,222,"“Really,” Marcela would tell me when I brought her something in silk, some piece of jewelry, “really, you’re trying to start a fight with me … Because this is something that… such an expensive gift…”",17,RO005TR03
223,223,"And if it was a jewel, she said that as she examined it between her fingers, looking for the best light, trying it on, laughing, and kissing me with an impetuous and sincere obstinacy, but protesting, though happiness was pouring out of her eyes and I felt happy seeing her like that. She liked our ancient gold doubloons very much and I would bring her as many as I could get hold of. Marcela would put them all together in a little iron box whose key was kept where no one ever knew. She hid it because she was afraid of the slaves.",17,RO005TR03
224,224,"The house in which she lived in Cajueiros belonged to her. The carved jacaranda furniture was solid and good as were all the other items, mirrors, pitchers, a silver plate—a beautiful plate from India that an appeals judge had given her. You devilish plate, you always got on my nerves. I told its owner herself many times. I didn’t hide from her the annoyance that these and other spoils from her loves of other times brought on in me.",17,RO005TR03
225,225,"She would listen to me and laugh, with an innocent look—innocence and something else that I didn’t understand too well at the time, but now, recalling the case, I think it was a mixed laugh, as if it were coming from a creature born to a witch of Shakespeare’s by a seraph of Klopstock’s. I don’t know if I’m explaining myself. So it happened one day when I was unable to give her a certain necklace she’d seen at a jeweler’s she retorted that it was all a game, that our love didn’t need such a vulgar stimulant.",17,RO005TR03
226,226,,17,RO005TR03
227,227,"“I’ll never forgive you if you get that awful idea of me,” she concluded, threatening me with her finger.",17,RO005TR03
228,228,"And then, quick like a bird, she opened her hands, grasped my face in them, pulled me to her, and put on a funny expression, the mummery of a child. Afterward, reclining on the settee, she continued talking about it with simplicity and frankness. She’d never wanted people to buy her affection. She’d sold the appearances of it many times, but the reality she saved for the few. Duarte, for example, Second Lieutenant Duarte, whom she’d really loved two years before. Only after a struggle had he been able to give her something of value, as had happened with me. She would only willingly accept keepsakes with a low price tag, like the gold cross he’d given her once as a present.",17,RO005TR03
229,229,“This cross…”,17,RO005TR03
230,230,She said that putting her hand into her bosom and taking out a delicate gold cross attached to a blue ribbon and tied around her neck.,17,RO005TR03
231,231,"“But that cross,” I observed, “didn’t you tell me it was your father who …”",17,RO005TR03
232,232,Marcela shook her head with a look of pity.,17,RO005TR03
233,233,"“Couldn’t you tell that it was a lie, that I told you that in order not to upset you? Come here, chiquito, don’t be so mistrustful with me … I was in love with somebody else. What difference does it make? It’s all over. Someday, when we break up …”",17,RO005TR03
234,234,“Don’t say that!” I roared.,17,RO005TR03
235,235,“Everything comes to an end! Someday …”,17,RO005TR03
236,236,"She couldn’t go on. A sob was strangling her voice. She held out her hands, took mine, snuggled me against her breast, and whispered softly in my ear,",17,RO005TR03
237,237,"“Never, never, my love!”",17,RO005TR03
238,238,"I thanked her, teary-eyed. The next day I brought her the necklace I’d refused to get.",17,RO005TR03
239,239,"“For you to remember me with when we’ve broken up,” I said.",17,RO005TR03
240,240,"Marcela at first maintained an indignant silence. Then she made a grand gesture: she made as if to throw the necklace into the street. I held back her arm, kept begging her not to do such an awful thing to me, to keep the jewel. She smiled and kept it.",17,RO005TR03
241,241,"In the meantime she was rewarding me abundantly for my sacrifices. She would ferret out my most hidden thoughts. There was no desire of mine that she wouldn’t hasten to fulfill with all her heart, without any effort, by some kind of law of awareness of the needs of the heart. The desires were never reasonable, but pure whims, some childish wish to see her dress in a certain way, with such and such accessories, this dress and not that one, to go for a walk or something like that, and she would accede to everything, smiling and chattering.",17,RO005TR03
242,242,"“You’re a regular expert,” she would tell me.",17,RO005TR03
243,243,"And she would go put on the dress, the lace, the earrings with bewitching obedience.",17,RO005TR03
244,244,XVI,17,RO005TR03
245,245,An Immoral Reflection,17,RO005TR03
246,246,"An immoral reflection occurs to me, one which at the same time is a correction of style. I think I said in Chapter XIV that Marcela was dying with love for Xavier. She wasn’t dying, she was living. Living isn’t the same as dying. That is attested to by all the jewelers in this world, people held in great esteem for their grammar. My good jewelers, what would become of love were it not for your trinkets and your credit? A third or a fifth at least of the universal trade in hearts.",17,RO005TR03
247,247,"This is the immoral reflection I was trying to make and which is really more obscure than immoral because what I’m trying to say isn’t easily understood. What I’m trying to say is that the most beautiful head in the world will be no less beautiful if ringed by a diadem of fine stones, neither less beautiful nor less loved. Marcela, for example, who was quite pretty, Marcela loved me …",17,RO005TR03
248,248,XVII,17,RO005TR03
249,249,Of the Trapeze and Other Things,17,RO005TR03
250,250,"…Marcela loved me for fifteen months and eleven contos, no more, no less. My father, as soon as he got wind of the eleven contos, was really taken by surprise. He thought the case was reaching beyond the bounds of a juvenile caprice.",17,RO005TR03
251,251,"“This time,” he said, “you’re going to Europe. You’re going to study at a university, probably Coimbra. I want you to be a serious man, not a loafer and a thief.”",17,RO005TR03
252,252,"And since I showed an expression of surprise,",17,RO005TR03
253,253,"“Thief, yes sir. A son who does this to me is nothing but…”",17,RO005TR03
254,254,"He took from his pocket my I.O.U.s that he had already redeemed and waved them in my face,",17,RO005TR03
255,255,"“Do you see these, you rascal? Is this how a young man is supposed to protect his family name? Do you think my grandfathers and I earned our money in gambling houses or drifting about in the streets? You playboy! This time either you take account of yourself or you’ll be left with nothing.”",17,RO005TR03
256,256,"He was furious, but with a tempered and short fury. I listened to him in silence and didn’t oppose the trip in any way as I’d done at other times. I was pondering the idea of taking Marcela with me. I went to see her. I explained the crisis and made my proposal. Marcela listened to me with her eyes in the air, without responding immediately. As I insisted, she told me that she would stay, that she couldn’t go to Europe.",17,RO005TR03
257,257,“Why not?”,17,RO005TR03
258,258,"“I can’t,” she said with a sorrowful look. “I can’t breathe that air while I think of my poor father, killed by Napoleon.”",17,RO005TR03
259,259,"“Which one, the gardener or the lawyer?”",17,RO005TR03
260,260,"Marcela furrowed her brow, hummed a sequidilha, then complained about the heat and sent for a glass of pineapple wine. A slave girl brought it on a silver tray, which was part of my eleven cantos. Marcela politely offered me the refreshment. My answer was to strike the glass and the tray. The liquid spilled into her lap and the black girl cried out. I roared at her to get out. When we were alone I poured out all the despair in my heart. I told her that she was a monster, that she’d never loved me, that she’d let me drop down to the bottom without even the excuse of sincerity. I called her all sorts of ugly names, making wild gestures.",17,RO005TR03
261,261,"Marcela kept herself seated, tapping her teeth with her nails, cold as a piece of marble. I had an urge to strangle her, humiliate her at least, make her crawl at my feet. Perhaps I would have, but my actions took the opposite turn: It was I who threw myself at her feet, contrite and supplicant. I kissed them, I remembered those months of our happiness alone together, I repeated our pet names from past times to her, sitting on the floor with my head between her knees, squeezing her hands, gasping, delirious, I begged her, tearfully, not to abandon me … Marcela sat looking at me for a few seconds, both of us silent, until she pushed me away softly and with an annoyed air.",17,RO005TR03
262,262,"“Stop annoying me,” she said.",17,RO005TR03
263,263,"She got up, shook her dress, still wet, and went to her bedroom.",17,RO005TR03
264,264,"“No,” I shouted. “You’re not going in there … I don’t want you to …”",17,RO005TR03
265,265,"I went to reach out my hands to her. It was too late, she’d gone in and locked the door.",17,RO005TR03
266,266,"I ran out, crazy. I spent two fatal hours wandering through the most distant and deserted neighborhoods, where it would have been hard to find me. I went along gnawing on my despair with a kind of morbid gluttony. I brought back the days, the hours, the instants of delirium, and now I was gratified in believing that they were eternal, that all of this was a nightmare. Deceiving myself now, I tried to push them away like a useless burden.",17,RO005TR03
267,267,"Then I resolved to embark immediately in order to cut my life into two halves, and I pleased myself with the idea that Marcela, learning of my departure, would be tormented by longing and remorse. Since she’d been madly in love with me, she would have to feel something, some kind of remembrance, like that of Lieutenant Duarte … At that point the fangs of jealousy buried themselves in my heart. All of nature roared that I had to take Marcela with me.",17,RO005TR03
268,268,"“By force …, by force …,” I kept saying, hitting the air with my fist.",17,RO005TR03
269,269,"Finally I got an idea that would save things … Oh! trapeze of my sins, trapeze of abstruse notions! The saving idea worked out on it like the one about the poultice (Chapter II). It was nothing less than bewitching her, bewitching her greatly, dazzling her, pulling her along. It reminded me to ask her by more concrete means than entreaty. I didn’t measure the consequences: I had recourse to one last loan. I went to the Rua dos Ouvires, bought the finest piece of jewelry in the city, three large diamonds inlaid on an ivory comb. I ran to Marcela’s house.",17,RO005TR03
270,270,"Marcela was lying in a hammock with a soft and weary expression, one leg hanging down, showing her little foot clad in a silk stocking, her hair loose and flowing, her look quiet and dreamy.",17,RO005TR03
271,271,"“Come with me,” I said. “I’ll get the money … we’ve got lots of money, you can have anything you want… Look, take it.”",17,RO005TR03
272,272,"And I showed her the comb with the diamonds. Marcela gave a slight start, raised up halfway, and, leaning on an elbow looked at the comb for a few short seconds. Then she withdrew her eyes, got control of herself. I thrust my hands into her hair, drew it together, quickly wove into braids, improvised a hairdo that wasn’t very neat, and topped it off with the comb and the diamonds. I drew back, went closer again, adjusted the braids, lowered the comb on one side, tried to find some kind of symmetry in that disorder, all with the careful touch and care of a mother.",17,RO005TR03
273,273,"“There,” I said.",17,RO005TR03
274,274,“Lunatic!” was her first response.,17,RO005TR03
275,275,"The second was to pull me to her and reward my sacrifice with a kiss, the most ardent ever. Then she took off the comb, admired the material and the craftsmanship for a long time, looking at me every so often and nodding her head with a scolding look.",17,RO005TR03
276,276,“What am I going to do with you!” she said.,17,RO005TR03
277,277,“Are you coming with me?”,17,RO005TR03
278,278,Marcela thought for a moment. I didn’t like the expression with which her eyes passed from me to the wall and from the wall to the jewel. But that bad impression vanished completely when she answered resolutely:,17,RO005TR03
279,279,“I’ll go. When do you sail?”,17,RO005TR03
280,280,“Two or three days from now.”,17,RO005TR03
281,281,“I’ll go.”,17,RO005TR03
282,282,I thanked her on my knees. I’d found the Marcela of my early days and I told her that. She smiled and went to put the jewel away while I went down the stairs.,17,RO005TR03
283,283,XVIII,17,RO005TR03
284,284,A Vision in the Hall,17,RO005TR03
285,285,"At the bottom of the stairs, at the rear of the dark hall, I stopped for a few seconds to catch my breath, to touch myself, to call forth scattered ideas, to see myself in the midst of ever so many deep and contrary feelings once more. I thought I was happy. The diamonds, true, were corrupting my happiness a bit, but no less true was the fact that a pretty lady was quite capable of loving the Greeks and their gifts. And, after all, I trusted my good Marcela. She may have had defects, but she loved me …",17,RO005TR03
286,286,"“An angel!” I murmured, looking at the hall ceiling.",17,RO005TR03
287,287,"And there, like mockery, I saw Marcela’s gaze, the gaze that a short time before had given me a shade of mistrust, gleaming over a nose that was Bakbarah’s nose and mine at the same time. Poor lover from The Arabian Nights! I could see you right there, running along the gallery after the vizier’s wife, she beckoning to you with possession and you running, running, up to the long tree-lined drive from where you came out onto the street where all the harness-makers jeered at you and thrashed you.",17,RO005TR03
288,288,"Then it seemed to me that Marcela’s hallway was the drive and the street was in Baghdad. As a matter of fact, looking toward the door I saw three harness-makers on the sidewalk, one in a cassock, another in livery, another in civilian clothes, as all three entered the hallway, took me by the arms, put me into a carriage, my father on the right, my canon uncle on the left, the one in livery on the driver’s seat, and from there they took me to the house of a police official, from where I was transported to a ship that was to leave for Lisbon. You can imagine my resistance, but all resistance was useless.",17,RO005TR03
289,289,"Three days later I left the harbor behind, downcast and silent. I wasn’t even weeping. I had an idée fixe … Damned idées fixes! The one on that occasion was to dive into the ocean repeating Marcela’s name.",17,RO005TR03
290,290,XIX,17,RO005TR03
291,291,On Board,17,RO005TR03
292,292,"We were eleven passengers: a crazy man accompanied by his wife, two youths going on an excursion, four businessmen, and two servants. My father entrusted me to all of them, starting with the ship’s captain, who had much of his own to look after as well because, on top of everything else, he was carrying his wife, who was in the last stages of tuberculosis.",17,RO005TR03
